1,Cowboy Bebop,8.78,"Action; Adventure; Comedy; Drama; Sci-Fi; Space",Cowboy Bebop,TV,26,"Apr 3; 1998 to Apr 24; 1999",Spring 1998,Bandai Visual,"Funimation; Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),28.0,39,1251960,61971,105808,718161,71513,26678,329800,229170.0,182126.0,131625.0,62330.0,20688.0,8904.0,3184.0,1357.0,741.0,1580.0
68,Black Cat (TV),7.38,"Sci-Fi; Adventure; Comedy; Super Power; Shounen",Black Cat,TV,23,"Oct 7; 2005 to Mar 31; 2006",Fall 2005,"GDH; Dentsu; TBS; Sotsu Music Publishing",Funimation,Gonzo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1965.0,622,231668,1955,10510,142921,11736,11003,55498,8654.0,15253.0,29392.0,34019.0,16081.0,7534.0,2521.0,863.0,395.0,234.0
69,Cluster Edge,6.35,"Action; Fantasy; Military; Sci-Fi",Unknown,TV,25,"Oct 5; 2005 to Mar 29; 2006",Fall 2005,"Bandai Visual; Imagine",Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,6646.0,5061,9299,13,500,3068,629,942,4160,113.0,162.0,372.0,652.0,627.0,412.0,261.0,108.0,62.0,31.0
71,Full Metal Panic!,7.65,"Action; Military; Sci-Fi; Comedy; Mecha",Full Metal Panic!,TV,24,"Jan 8; 2002 to Jun 18; 2002",Winter 2002,Kadokawa Shoten,"ADV Films; Funimation",Gonzo,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1146.0,322,411230,4417,17458,264665,16076,13806,99225,17675.0,36500.0,64969.0,56993.0,21492.0,9171.0,3035.0,991.0,448.0,329.0
72,Full Metal Panic? Fumoffu,08.07,"Action; Comedy; School",Full Metal Panic? Fumoffu,TV,12,"Aug 26; 2003 to Oct 18; 2003",Summer 2003,"Tatsunoko Production; Kadokawa Shoten; Fuji TV; Imagica; Rakuonsha; Kadokawa Pictures Japan; KlockWorx; Happinet Pictures; Animation Do","ADV Films; Funimation",Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,452.0,571,254465,2988,5383,204041,4435,3533,37073,24023.0,37507.0,45884.0,30305.0,11085.0,4417.0,1332.0,442.0,194.0,164.0
73,Full Metal Panic! The Second Raid,7.96,"Action; Military; Mecha",Full Metal Panic! The Second Raid,TV,13,"Jul 14; 2005 to Oct 20; 2005",Summer 2005,"Kadokawa Shoten; Happinet Pictures","ADV Films; Funimation; Kadokawa Pictures USA",Kyoto Animation,Light novel,24 min. per ep.,R - 17+ (violence & profanity),579.0,639,227927,1358,4667,177524,3840,2271,39625,14139.0,30146.0,45246.0,29917.0,9377.0,3127.0,816.0,235.0,115.0,129.0
74,Gakuen Alice,7.65,"Comedy; School; Shoujo; Super Power",Gakuen Alice,TV,26,"Oct 30; 2004 to May 14; 2005",Fall 2004,"Aniplex; Sogo Vision",Nozomi Entertainment,Group TAC,Manga,25 min. per ep.,G - All Ages,1158.0,1640,81446,1613,2495,57369,2843,2916,15823,5560.0,7151.0,11074.0,11158.0,5331.0,2357.0,618.0,214.0,115.0,104.0
75,Soukyuu no Fafner: Dead Aggressor,7.3,"Action; Drama; Mecha; Military; Sci-Fi",Fafner of the Blue Sky,TV,25,"Jul 5; 2004 to Dec 27; 2004",Summer 2004,"TV Tokyo Music; King Records","Funimation; Geneon Entertainment USA",Xebec,Original,24 min. per ep.,PG-13 - Teens 13 or older,2348.0,2523,40602,255,2179,16417,1849,1987,18170,926.0,1667.0,3344.0,3838.0,1827.0,955.0,424.0,184.0,94.0,71.0
76,Mahou Shoujo Lyrical Nanoha,7.42,"Action; Comedy; Drama; Magic; Super Power",Magical Girl Lyrical Nanoha,TV,13,"Oct 3; 2004 to Dec 26; 2004",Fall 2004,"Starchild Records; Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,1828.0,1550,88890,1036,3287,47731,2865,2625,32382,3193.0,5032.0,9945.0,10737.0,4999.0,2363.0,736.0,276.0,140.0,112.0
77,Mahou Shoujo Lyrical Nanoha A's,7.99,"Action; Comedy; Drama; Magic; Super Power",Magical Girl Lyrical Nanoha A's,TV,13,"Oct 2; 2005 to Dec 25; 2005",Fall 2005,"Starchild Records; Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,551.0,2075,56981,1014,1367,40165,1088,828,13533,4189.0,6809.0,9368.0,6267.0,2220.0,864.0,250.0,83.0,53.0,71.0
79,Shuffle!,07.09,"Harem; Comedy; Drama; Magic; Romance; Ecchi; Fantasy; School; Seinen",Shuffle!,TV,24,"Jul 8; 2005 to Jan 6; 2006",Summer 2005,"Xebec; Lantis; Memory-Tech",Funimation,Asread,Visual novel,23 min. per ep.,R+ - Mild Nudity,3231.0,600,240751,1572,10943,151944,9558,13227,55079,8852.0,14660.0,26443.0,32343.0,18951.0,10530.0,5019.0,2184.0,1323.0,1088.0
80,Mobile Suit Gundam,7.78,"Action; Military; Sci-Fi; Space; Mecha",Mobile Suit Gundam,TV,43,"Apr 7; 1979 to Jan 26; 1980",Spring 1979,"Sotsu; Nagoya Broadcasting Network","Nozomi Entertainment; Bandai Entertainment",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,867.0,1427,97216,1787,7737,52669,5473,3100,28237,5395.0,7488.0,12922.0,11417.0,4169.0,1598.0,505.0,179.0,59.0,104.0
81,Mobile Suit Gundam: The 08th MS Team,08.03,"Adventure; Drama; Mecha; Military; Romance; Sci-Fi",Mobile Suit Gundam:The 08th MS Team,OVA,12,"Jan 25; 1996 to Jul 25; 1999",Unknown,Atelier Musa,Bandai Entertainment,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,511.0,1948,62655,911,2405,43537,1437,794,14482,4241.0,8768.0,11589.0,6745.0,2121.0,819.0,262.0,87.0,38.0,50.0
82,Mobile Suit Gundam 0080: War in the Pocket,7.9,"Military; Sci-Fi; Space; Drama; Mecha",Mobile Suit Gundam 0080:War in the Pocket,OVA,6,"Mar 25; 1989 to Aug 25; 1989",Unknown,Bandai Visual,"Nozomi Entertainment; Bandai Entertainment",Sunrise,Original,27 min. per ep.,PG-13 - Teens 13 or older,677.0,2444,43308,717,978,30112,595,392,11231,2957.0,5210.0,7398.0,5147.0,1817.0,748.0,236.0,82.0,36.0,47.0
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.79,"Military; Sci-Fi; Drama; Romance; Mecha",Unknown,Movie,1,"Aug 1; 1998",Unknown,"Sotsu; Atelier Musa",Bandai Entertainment,Sunrise,Original,52 min.,PG-13 - Teens 13 or older,4498.0,4660,11460,3,149,8314,130,136,2731,275.0,461.0,1054.0,1788.0,1273.0,630.0,193.0,73.0,30.0,22.0
84,Mobile Suit Gundam 0083: Stardust Memory,7.3,"Military; Sci-Fi; Adventure; Space; Drama; Romance; Mecha",Mobile Suit Gundam 0083:Stardust Memory,OVA,13,"May 23; 1991 to Sep 24; 1992",Unknown,Bandai Visual,"Nozomi Entertainment; Bandai Entertainment",Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older,2361.0,2791,33687,230,977,24492,715,448,7055,1167.0,2602.0,5380.0,5460.0,2544.0,1163.0,497.0,180.0,58.0,41.0
85,Mobile Suit Zeta Gundam,7.92,"Military; Sci-Fi; Space; Drama; Romance; Mecha",Mobile Suit Zeta Gundam,TV,50,"Mar 2; 1985 to Feb 22; 1986",Spring 1985,"Sotsu; Nagoya Broadcasting Network","Nozomi Entertainment; Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,655.0,2159,53822,1721,3912,32798,2628,1049,13435,4021.0,5901.0,7986.0,5578.0,2118.0,896.0,392.0,152.0,65.0,97.0
86,Mobile Suit Gundam ZZ,6.66,"Space; Comedy; Mecha; Military; Drama; Sci-Fi",Mobile Suit Gundam ZZ,TV,47,"Mar 1; 1986 to Jan 31; 1987",Spring 1986,"Sotsu; Nagoya Broadcasting Network",Nozomi Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,5111.0,2941,30758,130,1647,18408,1354,917,8432,622.0,1062.0,2740.0,4440.0,2977.0,1601.0,930.0,372.0,182.0,115.0
87,Mobile Suit Gundam: Char's Counterattack,7.68,"Military; Sci-Fi; Space; Drama; Mecha",Mobile Suit Gundam:Char's Counterattack,Movie,1,"mar. 12; 1988",Unknown,"Sotsu; Nozomi Entertainment; Atelier Musa",Bandai Entertainment,"Sunrise; Studio Hibari",Novel,1 hr. 59 min.,PG-13 - Teens 13 or older,1084.0,2773,34221,293,437,25957,233,171,7423,2400.0,3571.0,5995.0,4692.0,1865.0,824.0,376.0,147.0,69.0,54.0
88,Mobile Suit Gundam F91,6.67,"Drama; Mecha; Military; Sci-Fi; Space",Mobile Suit Gundam F91,Movie,1,"mar. 16; 1991",Unknown,"Sotsu; Shochiku; Atelier Musa; Nagoya Broadcasting Network","Nozomi Entertainment; Bandai Entertainment",Sunrise,Unknown,2 hr.,PG-13 - Teens 13 or older,5049.0,3387,23161,63,357,16731,207,193,5673,530.0,892.0,2239.0,3834.0,2824.0,1462.0,649.0,221.0,93.0,52.0
89,Mobile Suit Victory Gundam,6.76,"Drama; Mecha; Military; Sci-Fi; Space",Mobile Suit V Gundam,TV,51,"Apr 2; 1993 to Mar 25; 1994",Spring 1993,"TV Asahi; Sotsu; Apollon",Nozomi Entertainment,"Sunrise; Studio Deen",Original,24 min. per ep.,PG-13 - Teens 13 or older,4632.0,3588,20794,95,1225,10068,1094,628,7779,430.0,735.0,1589.0,2272.0,1406.0,796.0,487.0,240.0,90.0,89.0
90,Mobile Suit Gundam Wing,7.72,"Action; Military; Sci-Fi; Space; Drama; Mecha",Mobile Suit Gundam Wing,TV,49,"Apr 7; 1995 to Mar 29; 1996",Spring 1995,TV Asahi,Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,984.0,1118,132208,2538,5922,95155,5945,4411,20775,9965.0,13704.0,21396.0,18315.0,7559.0,3460.0,1507.0,518.0,210.0,175.0
91,Mobile Suit Gundam Wing: Endless Waltz,7.76,"Action; Drama; Mecha; Military; Sci-Fi; Space",Mobile Suit Gundam Wing:Endless Waltz,OVA,3,"Jan 25; 1997 to Jul 25; 1997",Unknown,"Bandai Visual; Sotsu",Bandai Entertainment,Sunrise,Original,30 min. per ep.,PG-13 - Teens 13 or older,897.0,2512,41030,221,500,34369,280,250,5631,3190.0,4480.0,6953.0,5766.0,2210.0,921.0,307.0,127.0,54.0,50.0
92,After War Gundam X,7.32,"Sci-Fi; Adventure; Space; Drama; Mecha",After War Gundam X,TV,39,"Apr 5; 1996 to Dec 28; 1996",Spring 1996,"TV Asahi; Sotsu",Nozomi Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2228.0,3043,28862,189,1554,15987,1746,983,8592,788.0,1633.0,3412.0,3998.0,1801.0,813.0,304.0,100.0,43.0,39.0
93,Mobile Suit Gundam SEED,7.79,"Action; Drama; Mecha; Military; Romance; Sci-Fi; Space",Mobile Suit Gundam SEED,TV,50,"Oct 5; 2002 to Sep 27; 2003",Fall 2002,"Sotsu; Asatsu DK; Mainichi Broadcasting System; Sony Music Entertainment; Atelier Musa","Bandai Entertainment; NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),850.0,1057,140346,3584,4898,101920,4589,5021,23918,11353.0,15863.0,22505.0,17695.0,7560.0,3710.0,1701.0,762.0,379.0,404.0
94,Mobile Suit Gundam SEED Destiny,7.22,"Action; Drama; Mecha; Military; Romance; Sci-Fi; Space",Unknown,TV,50,"Oct 9; 2004 to Oct 1; 2005",Fall 2004,"Sotsu; Mainichi Broadcasting System; Sony Music Entertainment","Bandai Entertainment; NYAV Post",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2687.0,1530,90208,1206,2210,70845,2251,2749,12153,5979.0,8245.0,12662.0,12913.0,6928.0,3887.0,2752.0,1300.0,865.0,584.0
95,Turn A Gundam,7.7,"Action; Military; Sci-Fi; Adventure; Space; Drama; Romance; Mecha",∀ Gundam,TV,50,"Apr 9; 1999 to Apr 14; 2000",Spring 1999,"Sotsu; Fuji TV",Nozomi Entertainment,"Sunrise; Nakamura Production",Original,24 min. per ep.,PG-13 - Teens 13 or older,1018.0,2714,35670,760,2378,14651,2327,1448,14866,1815.0,2212.0,3129.0,2892.0,1403.0,706.0,299.0,127.0,87.0,66.0
96,Mobile Fighter G Gundam,7.56,"Adventure; Comedy; Drama; Martial Arts; Mecha; Romance; Sci-Fi; Space; Sports",Mobile Fighter G Gundam,TV,49,"Apr 1; 1994 to Mar 31; 1995",Spring 1994,"TV Asahi; Sotsu",Bandai Entertainment,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1396.0,2109,55463,896,2499,38653,2505,1607,10199,3208.0,4873.0,8426.0,8118.0,3463.0,1607.0,696.0,279.0,129.0,104.0
97,Last Exile,7.82,"Action; Sci-Fi; Adventure",Last Exile,TV,26,"Apr 8; 2003 to Sep 30; 2003",Spring 2003,"GDH; Victor Entertainment; TV Tokyo Music","Funimation; Geneon Entertainment USA",Gonzo,Original,24 min. per ep.,PG-13 - Teens 13 or older,795.0,995,149528,1848,5943,77235,6541,5038,54771,7078.0,12558.0,20122.0,14844.0,5886.0,2579.0,825.0,286.0,140.0,109.0
98,Mai-HiME,7.46,"Action; Comedy; Drama; Fantasy; Magic; Mecha; Romance; School; Shoujo Ai",My-Hime,TV,26,"Sep 30; 2004 to Mar 31; 2005",Fall 2004,"Bandai Visual; TV Tokyo Music; Studio Zain","Funimation; Bandai Entertainment",Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,1698.0,1381,101495,1262,3442,60321,3690,4215,29827,4076.0,7287.0,12622.0,12897.0,6091.0,3053.0,1129.0,391.0,211.0,191.0
99,Mai-Otome,7.31,"Comedy; Drama; Fantasy; Magic",My-Otome,TV,26,"Oct 7; 2005 to Mar 31; 2006",Fall 2005,"Bandai Visual; Lantis; TV Tokyo Music","Funimation; Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2308.0,2370,46018,333,1147,31335,1222,1598,10716,1673.0,3271.0,5798.0,6647.0,3441.0,1676.0,706.0,242.0,128.0,101.0
100,Shin Shirayuki-hime Densetsu Prétear,7.2,"Comedy; Drama; Fantasy; Magic; Romance; Shoujo; Super Power",Prétear:The New Legend of Snow White,TV,13,"Apr 4; 2001 to Jun 27; 2001",Spring 2001,"Kadokawa Shoten; Rondo Robe","ADV Films; Funimation",Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2785.0,2162,53508,457,1607,33827,1504,1760,14810,2198.0,3135.0,5368.0,7030.0,4152.0,2306.0,783.0,270.0,127.0,98.0
101,Air,7.32,"Slice of Life; Supernatural; Drama; Romance",Air,TV,12,"Jan 7; 2005 to Mar 25; 2005",Winter 2005,"Pony Canyon; TBS; Movic","ADV Films; Funimation",Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2230.0,563,259381,2704,7367,170036,8109,9992,63877,15057.0,20060.0,31042.0,33295.0,19368.0,10463.0,4988.0,2039.0,1105.0,803.0
102,Aishiteruze Baby★★,7.48,"Comedy; Drama; Romance; Shoujo",Unknown,TV,26,"Apr 3; 2004 to Oct 9; 2004",Spring 2004,"Animax; Toei Video; Sunny Side Up",Unknown,TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1634.0,1529,89533,571,3772,59770,4008,4946,17037,4497.0,7282.0,12321.0,12618.0,6389.0,3227.0,1069.0,426.0,187.0,180.0
103,Akazukin Chacha,7.39,"Adventure; Comedy; Fantasy; Magic; Romance; Shoujo",Red Riding Hood Chacha,TV,74,"Jan 7; 1994 to Jun 30; 1995",Winter 1994,"Nihon Ad Systems; Shueisha",Unknown,Gallop,Manga,24 min. per ep.,G - All Ages,1941.0,4551,12006,88,691,5140,993,994,4188,407.0,578.0,1068.0,1283.0,664.0,379.0,76.0,28.0,18.0,16.0
104,Ayashi no Ceres,7.23,"Adventure; Comedy; Horror; Psychological; Supernatural; Drama; Romance; Shoujo","Ceres; Celestial Legend",TV,24,"Apr 20; 2000 to Sep 28; 2000",Spring 2000,Bandai Visual,"VIZ Media; Discotek Media",Studio Pierrot,Manga,21 min. per ep.,R - 17+ (violence & profanity),2641.0,2182,53189,535,2099,31162,2479,3400,14049,2450.0,3244.0,5415.0,6299.0,3891.0,2210.0,923.0,322.0,216.0,149.0
105,Boys Be...,6.46,"Slice of Life; Comedy; Romance; Shounen",Boys Be...,TV,13,"Apr 11; 2000 to Jul 4; 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088.0,3665,20032,41,768,10371,809,1385,6699,293.0,487.0,1201.0,2242.0,1965.0,1301.0,521.0,206.0,135.0,95.0
106,Hana yori Dango,7.7,"Drama; Romance; School; Shoujo",Hana Yori Dango,TV,51,"Sep 8; 1996 to Aug 31; 1997",Fall 1996,Unknown,"VIZ Media; Discotek Media",Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1027.0,2293,48623,762,2502,25257,2178,2974,15712,3054.0,3590.0,4926.0,4575.0,2356.0,1150.0,531.0,184.0,131.0,125.0
107,Ou Dorobou Jing,7.23,"Adventure; Comedy; Fantasy; Sci-Fi; Shounen",Jing:King of Bandits,TV,13,"May 15; 2002 to Aug 14; 2002",Spring 2002,Aniplex,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625.0,2817,32988,210,1343,16532,1452,1714,11947,1207.0,1611.0,2900.0,3598.0,2020.0,1075.0,433.0,186.0,101.0,56.0
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure; Fantasy; Psychological; Comedy; Shounen",Jing:King of Bandits - Seventh Heaven,OVA,3,"Jan 21; 2004 to Apr 28; 2004",Unknown,Aniplex,"ADV Films; Funimation",Studio Deen,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2367.0,4619,11591,29,283,7309,208,159,3632,465.0,673.0,1208.0,1470.0,746.0,344.0,141.0,42.0,20.0,14.0
109,Bakuretsu Tenshi,6.81,"Adventure; Comedy; Mecha; Sci-Fi",Burst Angel,TV,24,"Apr 7; 2004 to Sep 15; 2004",Spring 2004,"GDH; TV Asahi; Imagica",Funimation,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,4381.0,1965,62106,257,2789,34321,3539,4492,16965,1383.0,2510.0,5383.0,8232.0,5547.0,3386.0,1514.0,575.0,283.0,185.0
110,Chuuka Ichiban!,7.63,"Action; Comedy; Drama; Shounen",Unknown,TV,52,"Apr 27; 1997 to Sep 13; 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195.0,4086,15608,107,990,8203,837,817,4761,653.0,1051.0,1978.0,1930.0,768.0,313.0,85.0,29.0,12.0,26.0
111,Corrector Yui,6.83,"Sci-Fi; Adventure; Comedy; Magic",Corrector Yui,TV,52,"Apr 9; 1999 to Oct 20; 2000",Spring 1999,"NHK; Studio Tron",VIZ Media,Nippon Animation,Original,25 min. per ep.,PG - Children,4318.0,4519,12222,50,463,6825,661,963,3310,288.0,424.0,929.0,1531.0,1205.0,635.0,217.0,90.0,32.0,29.0
112,Chou Henshin Cosprayers,4.95,"Action; Ecchi; Adventure; Fantasy; Magic; Comedy; Super Power; Sci-Fi",The Cosmopolitan Prayers,TV,8,"Jan 12; 2004 to Mar 1; 2004",Winter 2004,m.o.e.,Unknown,"Imagin; Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10648.0,5542,7392,5,269,3567,243,568,2745,58.0,65.0,159.0,332.0,474.0,547.0,390.0,306.0,258.0,206.0
113,Uchuu no Stellvia,7.38,"Action; Mecha; Romance; Sci-Fi; Space",Stellvia,TV,26,"Apr 3; 2003 to Sep 25; 2003",Spring 2003,"Starchild Records; TV Tokyo Music","Discotek Media; Geneon Entertainment USA",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1980.0,3577,20924,127,820,10722,957,960,7465,602.0,1185.0,2345.0,2383.0,1088.0,624.0,190.0,77.0,32.0,38.0
114,Sakigake!! Cromartie Koukou,7.93,"Comedy; School; Shounen",Cromartie High School,TV,26,"Oct 3; 2003 to Mar 26; 2004",Fall 2003,TV Tokyo Music,"ADV Films; Sentai Filmworks; Discotek Media",Production I.G,Manga,12 min. per ep.,PG-13 - Teens 13 or older,631.0,1279,112001,1561,8242,49634,7970,5164,40991,6849.0,9462.0,13308.0,9330.0,3951.0,1749.0,777.0,340.0,190.0,181.0
115,El Hazard: The Alternative World,6.83,"Adventure; Comedy; Fantasy",Unknown,TV,13,"Jan 8; 1998 to Mar 26; 1998",Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4315.0,4961,9684,10,275,6251,307,352,2499,213.0,339.0,820.0,1383.0,944.0,460.0,158.0,57.0,25.0,19.0
116,El Hazard: The Wanderers,6.97,"Adventure; Comedy; Romance; Fantasy",El-Hazard:The Wanderers,TV,26,"Oct 6; 1995 to Mar 29; 1996",Fall 1995,"TV Tokyo; Geneon Universal Entertainment; SoftX; Pioneer LDC; TV Tokyo Music; Atelier Musa","Nozomi Entertainment; Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735.0,4198,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0
117,El Hazard: The Magnificent World,7.32,"Adventure; Comedy; Romance; Fantasy",Unknown,OVA,7,"May 26; 1995 to Jan 25; 1996",Unknown,Pioneer LDC,"Nozomi Entertainment; Geneon Entertainment USA",AIC,Original,34 min. per ep.,PG-13 - Teens 13 or older,2240.0,4129,15406,91,521,9059,408,352,5066,472.0,812.0,1707.0,2079.0,1016.0,451.0,116.0,31.0,17.0,21.0
118,El Hazard 2: The Magnificent World,6.85,"Adventure; Comedy; Fantasy",Unknown,OVA,4,"Mar 21; 1997 to Oct 25; 1997",Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min. per ep.,PG-13 - Teens 13 or older,4239.0,5421,7745,5,163,5472,166,120,1824,171.0,312.0,708.0,1243.0,772.0,386.0,135.0,41.0,14.0,9.0
119,Final Approach,6.56,"Comedy; Drama; Romance; Slice of Life",Unknown,TV,13,"Oct 3; 2004 to Dec 26; 2004",Fall 2004,Trinet Entertainment,Unknown,Zexcs,Visual novel,14 min. per ep.,PG-13 - Teens 13 or older,5567.0,2887,31774,48,958,21798,756,1088,7174,706.0,1106.0,2476.0,4634.0,3714.0,2099.0,946.0,430.0,219.0,135.0
120,Fruits Basket,7.69,"Slice of Life; Comedy; Supernatural; Drama; Romance; Shoujo",Fruits Basket,TV,26,"Jul 5; 2001 to Dec 27; 2001",Summer 2001,"TV Tokyo; Nihon Ad Systems; King Records",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058.0,314,420919,9504,15410,297921,12910,16709,77969,31688.0,40622.0,59206.0,56487.0,25501.0,12518.0,4273.0,1538.0,810.0,684.0